"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2461","Успешная авторизация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 18:32:04 UTC 2025","broken","Fri Dec 12 18:32:07 UTC 2025","","","",""
"Verify successful redirection","3344","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 18:31:59 UTC 2025","passed","Fri Dec 12 18:32:02 UTC 2025","","","",""
