"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3181","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 18:19:12 UTC 2025","passed","Fri Dec 12 18:19:15 UTC 2025","","","",""
