"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8324","Успешная авторизация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 19:06:59 UTC 2025","broken","Fri Dec 12 19:07:08 UTC 2025","","","",""
"Verify successful redirection","6541","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 19:06:51 UTC 2025","passed","Fri Dec 12 19:06:58 UTC 2025","","","",""
