"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3193","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 19:52:28 UTC 2025","passed","Fri Dec 12 19:52:31 UTC 2025","","","",""
"Verify successful redirection","2969","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 19:52:33 UTC 2025","passed","Fri Dec 12 19:52:36 UTC 2025","","","",""
