"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Thu Dec 11 22:28:03 UTC 2025","broken","Thu Dec 11 22:28:03 UTC 2025","","","",""
