"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7747","Успешная авторизация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 18:58:34 UTC 2025","broken","Fri Dec 12 18:58:41 UTC 2025","","","",""
"Verify successful redirection","3176","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 18:58:29 UTC 2025","passed","Fri Dec 12 18:58:32 UTC 2025","","","",""
