"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3336","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Thu Dec 11 22:34:34 UTC 2025","passed","Thu Dec 11 22:34:38 UTC 2025","","","",""
