"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3019","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Sat Dec 13 12:29:19 UTC 2025","passed","Sat Dec 13 12:29:23 UTC 2025","","","",""
"Verify successful redirection","3200","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sat Dec 13 12:29:15 UTC 2025","passed","Sat Dec 13 12:29:18 UTC 2025","","","",""
