"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","2975","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 19:35:22 UTC 2025","passed","Fri Dec 12 19:35:25 UTC 2025","","","",""
"Verify successful redirection","3271","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 19:35:17 UTC 2025","passed","Fri Dec 12 19:35:21 UTC 2025","","","",""
