"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","2984","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sat Dec 13 12:25:27 UTC 2025","passed","Sat Dec 13 12:25:30 UTC 2025","","","",""
"Verify successful redirection","2901","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Sat Dec 13 12:25:32 UTC 2025","passed","Sat Dec 13 12:25:35 UTC 2025","","","",""
