"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","4637","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 18:49:35 UTC 2025","passed","Fri Dec 12 18:49:40 UTC 2025","","","",""
"Verify successful redirection","3415","Успешная авторизация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 18:49:42 UTC 2025","passed","Fri Dec 12 18:49:45 UTC 2025","","","",""
