"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3504","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 18:13:38 UTC 2025","passed","Fri Dec 12 18:13:41 UTC 2025","","","",""
