"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3465","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Sat Dec 13 23:10:21 UTC 2025","passed","Sat Dec 13 23:10:25 UTC 2025","","","",""
"Verify successful redirection","4475","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sat Dec 13 23:10:15 UTC 2025","passed","Sat Dec 13 23:10:20 UTC 2025","","","",""
