"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3571","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 19:39:19 UTC 2025","passed","Fri Dec 12 19:39:22 UTC 2025","","","",""
"Verify successful redirection","4250","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 19:39:13 UTC 2025","passed","Fri Dec 12 19:39:17 UTC 2025","","","",""
