"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3773","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 18:36:54 UTC 2025","passed","Fri Dec 12 18:36:57 UTC 2025","","","",""
"","2924","Успешная авторизация и проверка данных профиля","Регистрация и профиль пользователя","Fri Dec 12 18:36:59 UTC 2025","broken","Fri Dec 12 18:37:02 UTC 2025","","","",""
