"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3723","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Fri Dec 12 17:30:08 UTC 2025","passed","Fri Dec 12 17:30:12 UTC 2025","","","",""
