"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","3395","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Sat Dec 13 23:20:27 UTC 2025","passed","Sat Dec 13 23:20:31 UTC 2025","","","",""
"Verify successful redirection","3794","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sat Dec 13 23:20:22 UTC 2025","passed","Sat Dec 13 23:20:26 UTC 2025","","","",""
