"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful redirection","2968","Успешная регистрация и проверка данных профиля","Регистрация и профиль пользователя","Sun Dec 14 00:12:26 UTC 2025","passed","Sun Dec 14 00:12:29 UTC 2025","","","",""
"Verify successful redirection","3283","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sun Dec 14 00:12:21 UTC 2025","passed","Sun Dec 14 00:12:25 UTC 2025","","","",""
